,heart,sleep,step
2018-07-15 22.25時,76.0,3.0,18.0
2018-07-15 22.5時,92.3,3.0,378.3
2018-07-15 22.75時,91.3,3.0,45.0
2018-07-15 23.0時,107.3,3.0,278.3
2018-07-15 23.25時,102.7,3.0,294.0
2018-07-15 23.5時,97.3,3.0,159.3
2018-07-15 23.75時,83.0,3.0,160.0
2018-07-16 1.25時,95.0,2.3,0.0
2018-07-16 1.5時,92.7,2.3,0.0
2018-07-16 1.75時,94.0,2.7,0.0
2018-07-16 2.0時,87.3,2.3,0.0
2018-07-16 2.25時,85.7,2.7,0.0
2018-07-16 2.5時,83.0,1.3,0.0
2018-07-16 2.75時,83.0,1.0,0.0
2018-07-16 3.0時,82.3,1.0,0.0
2018-07-16 3.25時,83.0,1.0,0.0
2018-07-16 3.5時,78.0,1.3,0.0
2018-07-16 3.75時,79.7,1.3,0.0
2018-07-16 4.0時,76.0,1.3,0.0
2018-07-16 4.25時,81.3,2.0,0.0
2018-07-16 4.5時,82.3,2.0,0.0
2018-07-16 4.75時,75.0,2.0,0.0
2018-07-16 5.0時,79.3,1.7,0.0
2018-07-16 5.25時,79.7,1.0,0.0
2018-07-16 5.5時,78.0,1.7,0.0
2018-07-16 5.75時,77.7,2.0,0.0
2018-07-16 6.0時,78.3,2.0,0.0
2018-07-16 6.25時,77.0,1.0,0.0
2018-07-16 6.5時,76.7,1.7,0.0
2018-07-16 6.75時,83.3,2.0,0.0
2018-07-16 7.0時,80.3,3.0,63.0
2018-07-16 9.5時,73.0,3.0,80.5
2018-07-16 9.75時,79.5,3.0,43.0
2018-07-16 10.0時,75.7,3.0,33.0
2018-07-16 10.5時,90.3,3.0,118.0
2018-07-16 10.75時,79.3,3.0,12.0
2018-07-16 11.0時,75.0,3.0,47.0
2018-07-16 11.25時,83.0,3.0,161.0
2018-07-16 21.5時,75.3,3.0,54.5
2018-07-16 21.75時,80.3,3.0,48.0
2018-07-16 22.0時,75.7,3.0,40.0
2018-07-16 22.25時,80.0,3.0,32.0
2018-07-16 23.0時,92.3,3.0,238.0
2018-07-16 23.25時,86.7,3.0,83.7
2018-07-16 23.5時,78.0,3.0,109.7
2018-07-17 0.25時,64.7,2.3,0.0
2018-07-17 0.5時,61.7,2.0,0.0
2018-07-17 0.75時,61.7,2.0,0.0
2018-07-17 1.0時,62.7,2.0,0.0
2018-07-17 1.25時,63.7,2.0,0.0
2018-07-17 1.5時,60.7,2.0,0.0
2018-07-17 1.75時,60.0,1.0,0.0
2018-07-17 2.0時,60.3,1.7,0.0
2018-07-17 2.25時,65.0,2.0,0.0
2018-07-17 2.5時,72.7,2.0,0.0
2018-07-17 2.75時,65.0,1.0,0.0
2018-07-17 3.0時,65.0,1.7,0.0
2018-07-17 3.25時,62.7,1.7,0.0
2018-07-17 3.5時,63.3,1.0,0.0
2018-07-17 3.75時,64.7,1.3,0.0
2018-07-17 4.0時,66.3,1.3,0.0
2018-07-17 4.25時,65.7,2.0,0.0
2018-07-17 4.5時,63.0,2.0,0.0
2018-07-17 4.75時,66.7,2.0,0.0
2018-07-17 5.0時,70.3,2.0,0.0
2018-07-17 5.25時,65.3,2.0,0.0
2018-07-17 5.5時,66.0,2.0,0.0
2018-07-17 5.75時,67.3,2.3,0.0
2018-07-17 6.0時,67.3,2.7,0.0
2018-07-17 6.25時,75.0,2.3,0.0
2018-07-17 6.5時,76.0,3.0,49.0
2018-07-17 7.0時,71.3,3.0,106.0
2018-07-17 7.25時,91.0,3.0,264.3
2018-07-17 7.5時,93.7,3.0,271.0
2018-07-17 7.75時,97.0,3.0,328.8
2018-07-17 21.5時,86.5,3.0,126.5
2018-07-17 22.0時,74.3,3.0,50.5
2018-07-17 22.25時,84.3,3.0,127.0
2018-07-17 22.75時,77.0,3.0,161.0
2018-07-17 23.75時,73.0,3.0,248.0
2018-07-18 0.25時,61.0,2.7,0.0
2018-07-18 0.5時,60.0,1.7,0.0
2018-07-18 0.75時,56.0,1.0,0.0
2018-07-18 1.0時,57.7,2.0,0.0
2018-07-18 1.25時,59.0,1.0,0.0
2018-07-18 1.5時,59.3,1.7,0.0
2018-07-18 1.75時,62.3,2.0,0.0
2018-07-18 2.0時,57.7,1.7,0.0
2018-07-18 2.25時,55.7,1.0,0.0
2018-07-18 2.5時,56.7,1.3,0.0
2018-07-18 2.75時,56.3,1.3,0.0
2018-07-18 3.0時,57.7,2.0,0.0
2018-07-18 3.25時,56.0,2.0,0.0
2018-07-18 3.5時,59.0,2.0,0.0
2018-07-18 3.75時,55.0,2.0,0.0
2018-07-18 4.0時,57.3,1.0,0.0
2018-07-18 4.25時,54.7,1.0,0.0
2018-07-18 4.5時,55.7,1.3,0.0
2018-07-18 4.75時,57.3,2.0,0.0
2018-07-18 5.0時,57.7,1.0,0.0
2018-07-18 5.25時,69.0,1.7,0.0
2018-07-18 5.5時,53.7,2.0,0.0
2018-07-18 5.75時,67.3,2.0,0.0
2018-07-18 6.0時,61.3,2.3,0.0
2018-07-18 6.25時,71.0,3.0,140.0
2018-07-18 6.5時,96.3,3.0,174.5
2018-07-18 7.0時,93.0,3.0,181.5
2018-07-18 7.25時,92.3,3.0,241.3
2018-07-18 7.5時,89.7,3.0,404.0
2018-07-18 7.75時,79.7,3.0,277.3
2018-07-18 8.0時,79.3,3.0,143.0
2018-07-18 8.25時,92.3,3.0,35.0
2018-07-18 21.5時,83.0,3.0,478.3
2018-07-18 21.75時,75.0,3.0,164.3
2018-07-18 22.0時,95.0,3.0,275.0
2018-07-18 22.25時,76.7,3.0,34.0
2018-07-18 22.5時,85.0,3.0,110.0
2018-07-18 22.75時,80.3,3.0,55.5
2018-07-18 23.0時,86.3,3.0,38.0
2018-07-18 23.5時,83.3,3.0,96.0
2018-07-19 0.25時,79.3,3.0,166.0
2018-07-19 0.5時,86.0,3.0,101.0
2018-07-19 0.75時,70.3,1.0,0.0
2018-07-19 1.0時,67.7,1.7,0.0
2018-07-19 1.25時,64.3,2.0,0.0
2018-07-19 1.5時,64.0,2.0,0.0
2018-07-19 1.75時,68.0,2.0,0.0
2018-07-19 2.0時,64.0,1.0,0.0
2018-07-19 2.25時,65.7,1.7,0.0
2018-07-19 2.5時,60.0,2.0,0.0
2018-07-19 2.75時,59.3,2.0,0.0
2018-07-19 3.0時,59.0,2.0,0.0
2018-07-19 3.25時,60.0,2.0,0.0
2018-07-19 3.5時,57.3,2.0,0.0
2018-07-19 3.75時,57.0,2.0,0.0
2018-07-19 4.0時,59.7,1.7,0.0
2018-07-19 4.25時,63.3,1.0,0.0
2018-07-19 4.5時,56.3,1.3,0.0
2018-07-19 4.75時,63.3,2.0,0.0
2018-07-19 5.0時,72.0,1.3,0.0
2018-07-19 5.25時,57.7,1.3,0.0
2018-07-19 5.5時,63.7,2.0,0.0
2018-07-19 5.75時,66.0,2.0,0.0
2018-07-19 6.0時,79.7,2.0,0.0
2018-07-19 6.25時,83.0,3.0,103.5
2018-07-19 6.5時,87.0,3.0,38.0
2018-07-19 7.0時,73.3,3.0,87.0
2018-07-19 7.25時,86.0,3.0,313.0
2018-07-19 7.5時,89.3,3.0,234.7
2018-07-19 7.75時,97.3,3.0,423.0
2018-07-19 8.0時,82.0,3.0,198.3
2018-07-19 8.5時,72.7,3.0,37.0
2018-07-19 9.0時,74.0,3.0,29.5
2018-07-19 9.25時,73.3,3.0,186.0
2018-07-19 11.0時,72.0,3.0,169.5
2018-07-19 11.25時,76.0,3.0,23.0
2018-07-19 11.75時,77.3,3.0,121.5
2018-07-19 21.75時,76.3,3.0,164.0
2018-07-19 22.0時,84.5,3.0,118.3
2018-07-19 22.75時,77.3,3.0,38.0
2018-07-19 23.0時,85.3,3.0,50.5
2018-07-19 23.25時,86.0,3.0,149.0
2018-07-19 23.5時,94.7,3.0,42.0
2018-07-19 23.75時,83.0,3.0,15.0
2018-07-20 0.0時,81.7,3.0,67.5
2018-07-20 3.25時,74.7,3.0,78.0
2018-07-20 3.5時,72.0,2.7,0.0
2018-07-20 3.75時,75.0,2.0,0.0
2018-07-20 4.0時,77.0,2.0,0.0
2018-07-20 4.25時,70.0,2.0,0.0
2018-07-20 4.5時,71.0,2.0,0.0
2018-07-20 4.75時,79.3,2.0,0.0
2018-07-20 5.0時,77.3,2.0,0.0
2018-07-20 5.25時,78.0,2.0,0.0
2018-07-20 5.5時,79.7,2.0,0.0
2018-07-20 5.75時,77.3,2.0,0.0
2018-07-20 6.0時,93.0,2.0,0.0
2018-07-20 6.25時,96.7,2.3,0.0
2018-07-20 6.5時,101.0,3.0,80.0
2018-07-20 6.75時,90.3,3.0,36.0
2018-07-20 7.0時,81.0,3.0,44.0
2018-07-20 7.25時,82.7,3.0,232.0
2018-07-20 7.5時,96.3,3.0,199.7
2018-07-20 7.75時,81.3,3.0,470.7
2018-07-20 8.0時,83.2,3.0,190.0
2018-07-20 22.0時,78.7,3.0,46.0
2018-07-20 22.25時,90.7,3.0,221.0
2018-07-20 22.75時,93.3,3.0,206.3
2018-07-20 23.0時,87.0,3.0,156.0
2018-07-20 23.5時,84.7,3.0,116.0
2018-07-20 23.75時,87.5,3.0,93.0
2018-07-21 0.0時,78.7,3.0,211.0
2018-07-21 0.25時,95.3,3.0,74.0
2018-07-21 0.75時,89.3,3.0,89.0
2018-07-21 1.0時,86.3,2.7,0.0
2018-07-21 1.25時,85.3,2.3,0.0
2018-07-21 1.5時,84.7,2.0,0.0
2018-07-21 1.75時,84.0,1.7,0.0
2018-07-21 2.0時,79.3,1.0,0.0
2018-07-21 2.25時,79.3,2.0,0.0
2018-07-21 2.5時,82.7,1.3,0.0
2018-07-21 2.75時,91.7,1.0,0.0
2018-07-21 3.0時,82.7,1.7,0.0
2018-07-21 3.25時,82.3,1.7,0.0
2018-07-21 3.5時,83.0,1.0,0.0
2018-07-21 3.75時,83.0,1.0,0.0
2018-07-21 4.0時,83.7,1.0,0.0
2018-07-21 4.25時,83.0,1.0,0.0
2018-07-21 4.5時,86.0,2.0,0.0
2018-07-21 4.75時,87.0,2.0,0.0
2018-07-21 5.0時,94.0,2.0,0.0
2018-07-21 5.25時,91.3,1.3,0.0
2018-07-21 5.5時,92.3,1.0,0.0
2018-07-21 5.75時,89.0,1.7,0.0
2018-07-21 6.0時,85.3,2.0,0.0
2018-07-21 6.25時,86.7,2.0,0.0
2018-07-21 6.5時,86.3,2.0,0.0
2018-07-21 6.75時,105.7,2.7,0.0
2018-07-21 7.0時,80.7,2.0,0.0
2018-07-21 7.25時,83.0,2.0,0.0
2018-07-21 7.5時,80.7,1.3,0.0
2018-07-21 7.75時,78.3,1.3,0.0
2018-07-21 8.0時,79.0,2.0,0.0
2018-07-21 8.25時,80.3,2.0,0.0
2018-07-21 8.5時,78.3,2.3,0.0
2018-07-21 10.5時,76.3,3.0,72.5
2018-07-21 11.25時,75.7,3.0,52.0
2018-07-21 21.5時,103.0,3.0,42.0
2018-07-21 21.75時,91.0,3.0,250.0
2018-07-21 22.0時,94.0,3.0,43.0
2018-07-21 22.5時,91.3,3.0,50.0
2018-07-21 22.75時,101.7,3.0,208.7
2018-07-21 23.0時,96.7,3.0,83.7
2018-07-21 23.25時,87.7,3.0,88.0
2018-07-21 23.5時,90.0,3.0,145.5
2018-07-21 23.75時,92.5,3.0,91.0
2018-07-22 1.5時,85.3,3.0,112.0
2018-07-22 1.75時,87.3,3.0,49.0
2018-07-22 2.25時,83.0,2.7,0.0
2018-07-22 2.5時,80.7,2.0,0.0
2018-07-22 2.75時,75.0,2.0,0.0
2018-07-22 3.0時,76.3,2.0,0.0
2018-07-22 3.25時,77.3,1.0,0.0
2018-07-22 3.5時,78.0,1.0,0.0
2018-07-22 3.75時,79.0,1.3,0.0
2018-07-22 4.0時,78.7,2.0,0.0
2018-07-22 4.25時,77.0,1.3,0.0
2018-07-22 4.5時,76.0,1.3,0.0
2018-07-22 4.75時,77.7,2.3,56.0
2018-07-22 5.0時,75.3,3.0,286.0
2018-07-22 5.25時,80.3,2.7,0.0
2018-07-22 5.5時,79.3,2.3,0.0
2018-07-22 5.75時,88.7,2.0,0.0
2018-07-22 6.0時,82.3,2.0,0.0
2018-07-22 6.25時,80.0,2.0,0.0
2018-07-22 6.5時,77.3,2.0,0.0
2018-07-22 6.75時,77.7,2.0,0.0
2018-07-22 7.0時,81.0,2.0,0.0
2018-07-22 7.25時,78.3,2.0,0.0
2018-07-22 7.5時,80.3,2.0,0.0
2018-07-22 7.75時,76.3,2.0,0.0
2018-07-22 8.0時,76.0,2.0,0.0
2018-07-22 8.25時,71.7,1.3,0.0
2018-07-22 8.5時,72.3,1.3,0.0
2018-07-22 8.75時,77.0,2.0,0.0
2018-07-22 9.0時,75.3,1.7,0.0
2018-07-22 9.25時,98.3,1.0,0.0
2018-07-22 9.5時,88.7,1.7,0.0
2018-07-22 9.75時,74.0,2.0,0.0
2018-07-22 10.0時,75.3,2.0,0.0
2018-07-22 10.25時,76.0,2.0,0.0
2018-07-22 10.5時,99.3,1.0,0.0
2018-07-22 10.75時,86.3,1.7,0.0
2018-07-22 11.0時,73.7,2.0,0.0
2018-07-22 11.25時,73.7,1.3,0.0
2018-07-22 11.5時,73.7,1.3,0.0
2018-07-22 11.75時,75.7,2.0,0.0
2018-07-22 22.0時,68.7,2.0,0.0
2018-07-22 22.25時,69.7,1.0,0.0
2018-07-22 22.5時,70.0,1.0,0.0
2018-07-22 22.75時,67.7,1.3,0.0
2018-07-22 23.0時,68.7,2.0,0.0
2018-07-22 23.25時,62.7,2.0,0.0
2018-07-22 23.5時,68.3,2.0,0.0
2018-07-22 23.75時,62.0,2.0,0.0
2018-07-23 0.0時,63.3,2.0,0.0
2018-07-23 0.25時,80.3,2.3,0.0
2018-07-23 0.5時,67.0,1.0,0.0
2018-07-23 0.75時,70.7,1.7,0.0
2018-07-23 1.0時,61.0,2.3,0.0
2018-07-23 1.25時,69.0,2.3,0.0
2018-07-23 1.5時,60.3,1.0,0.0
2018-07-23 1.75時,60.0,1.7,0.0
2018-07-23 2.0時,62.0,2.0,0.0
2018-07-23 2.25時,56.3,2.0,0.0
2018-07-23 2.5時,59.7,2.0,0.0
2018-07-23 2.75時,57.7,2.0,0.0
2018-07-23 3.0時,61.3,1.0,0.0
2018-07-23 3.25時,60.3,1.7,0.0
2018-07-23 3.5時,59.3,2.0,0.0
2018-07-23 3.75時,64.3,2.0,0.0
2018-07-23 4.0時,58.0,2.0,0.0
2018-07-23 4.25時,63.0,2.0,0.0
2018-07-23 4.5時,61.3,2.0,0.0
2018-07-23 4.75時,64.3,2.3,10.0
2018-07-23 5.0時,60.0,1.3,0.0
2018-07-23 5.25時,62.0,1.0,0.0
2018-07-23 5.5時,71.7,2.0,0.0
2018-07-23 5.75時,72.0,2.0,0.0
2018-07-23 6.0時,75.3,2.0,0.0
2018-07-23 6.25時,80.0,3.0,174.0
2018-07-23 6.5時,78.7,3.0,95.0
2018-07-23 7.0時,82.0,3.0,200.0
2018-07-23 7.25時,90.7,3.0,271.7
2018-07-23 7.5時,90.3,3.0,288.7
2018-07-23 7.75時,92.7,3.0,371.7
2018-07-23 8.0時,82.0,3.0,195.0
2018-07-23 8.25時,76.7,3.0,94.0
2018-07-23 22.0時,87.0,3.0,381.3
2018-07-23 22.25時,96.3,3.0,212.7
2018-07-23 22.5時,85.0,3.0,153.3
2018-07-23 23.0時,76.5,3.0,56.0
2018-07-23 23.25時,86.7,3.0,86.0
2018-07-23 23.5時,79.3,3.0,73.3
2018-07-23 23.75時,77.0,3.0,70.0
2018-07-24 0.5時,84.7,3.0,103.7
2018-07-24 1.25時,76.3,1.0,0.0
2018-07-24 1.5時,74.0,1.0,0.0
2018-07-24 1.75時,73.0,1.0,0.0
2018-07-24 2.0時,69.0,1.3,0.0
2018-07-24 2.25時,70.3,2.0,0.0
2018-07-24 2.5時,74.0,2.7,0.0
2018-07-24 2.75時,77.0,2.0,0.0
2018-07-24 3.0時,73.3,2.0,0.0
2018-07-24 3.25時,68.3,1.7,0.0
2018-07-24 3.5時,70.0,1.0,0.0
2018-07-24 3.75時,68.7,1.0,0.0
2018-07-24 4.0時,66.7,1.0,0.0
2018-07-24 4.25時,69.7,1.7,0.0
2018-07-24 4.5時,70.0,2.0,0.0
2018-07-24 4.75時,68.0,2.3,0.0
2018-07-24 5.0時,69.3,2.0,0.0
2018-07-24 5.25時,70.0,2.0,0.0
2018-07-24 5.5時,88.0,2.3,0.0
2018-07-24 5.75時,76.3,3.0,43.5
2018-07-24 6.0時,83.0,2.7,21.0
2018-07-24 6.25時,95.0,3.0,154.0
2018-07-24 6.5時,94.0,3.0,77.0
2018-07-24 6.75時,84.0,3.0,114.0
2018-07-24 7.0時,78.3,3.0,112.0
2018-07-24 7.25時,82.3,3.0,329.3
2018-07-24 7.5時,90.7,3.0,218.3
2018-07-24 7.75時,87.3,3.0,324.7
2018-07-24 8.0時,76.8,3.0,181.5
2018-07-24 22.0時,70.3,3.0,79.0
2018-07-24 22.25時,85.3,3.0,475.7
2018-07-24 22.5時,90.0,3.0,275.3
2018-07-24 23.0時,88.0,3.0,108.5
2018-07-24 23.25時,82.3,3.0,91.0
2018-07-24 23.5時,78.0,3.0,75.0
2018-07-25 0.0時,93.7,3.0,52.0
2018-07-25 0.5時,80.0,3.0,119.0
2018-07-25 0.75時,93.3,3.0,182.7
2018-07-25 1.25時,74.3,1.7,0.0
2018-07-25 1.5時,72.3,1.0,0.0
2018-07-25 1.75時,68.0,1.3,0.0
2018-07-25 2.0時,68.0,2.0,0.0
2018-07-25 2.25時,64.0,2.0,0.0
2018-07-25 2.5時,63.7,2.0,0.0
2018-07-25 2.75時,66.7,1.0,0.0
2018-07-25 3.0時,67.7,1.7,0.0
2018-07-25 3.25時,67.3,2.0,0.0
2018-07-25 3.5時,64.0,2.0,0.0
2018-07-25 3.75時,64.0,2.0,0.0
2018-07-25 4.0時,65.0,2.0,0.0
2018-07-25 4.25時,67.3,2.0,0.0
2018-07-25 4.5時,73.7,2.0,0.0
2018-07-25 4.75時,76.3,2.0,0.0
2018-07-25 5.0時,70.3,2.0,0.0
2018-07-25 5.25時,80.3,2.0,0.0
2018-07-25 5.5時,75.0,2.0,0.0
2018-07-25 5.75時,60.7,2.0,52.0
2018-07-25 6.0時,83.7,2.0,0.0
2018-07-25 6.25時,68.0,2.0,98.0
2018-07-25 6.5時,79.0,3.0,84.0
2018-07-25 6.75時,92.3,3.0,42.0
2018-07-25 7.0時,78.7,3.0,166.3
2018-07-25 7.25時,76.3,3.0,270.3
2018-07-25 7.5時,91.3,3.0,456.3
2018-07-25 7.75時,76.0,3.0,240.3
2018-07-25 21.5時,77.0,3.0,102.0
2018-07-25 21.75時,69.7,3.0,95.0
2018-07-25 22.5時,99.0,3.0,344.3
2018-07-25 22.75時,89.7,3.0,372.0
2018-07-25 23.0時,93.5,3.0,136.0
2018-07-25 23.5時,87.3,3.0,46.3
2018-07-25 23.75時,85.0,3.0,76.0
2018-07-26 0.0時,90.3,3.0,58.0
2018-07-26 0.25時,88.3,3.0,125.0
2018-07-26 1.75時,70.0,3.0,133.0
2018-07-26 2.25時,91.3,2.0,0.0
2018-07-26 2.5時,67.7,2.0,0.0
2018-07-26 2.75時,69.3,1.0,0.0
2018-07-26 3.0時,69.7,1.0,0.0
2018-07-26 3.25時,69.7,1.3,0.0
2018-07-26 3.5時,75.7,2.0,0.0
2018-07-26 3.75時,65.7,2.0,0.0
2018-07-26 4.0時,69.7,2.0,0.0
2018-07-26 4.25時,63.0,2.0,0.0
2018-07-26 4.5時,65.7,2.0,0.0
2018-07-26 4.75時,65.7,2.0,0.0
2018-07-26 5.0時,65.7,2.0,87.0
2018-07-26 5.25時,74.3,2.0,0.0
2018-07-26 5.5時,75.0,2.0,0.0
2018-07-26 5.75時,85.3,2.3,0.0
2018-07-26 6.0時,97.7,2.0,0.0
2018-07-26 6.25時,87.0,3.0,51.0
2018-07-26 6.5時,80.0,3.0,58.0
2018-07-26 7.0時,94.7,3.0,247.0
2018-07-26 7.25時,101.3,3.0,195.3
2018-07-26 7.5時,84.0,3.0,403.0
2018-07-26 7.75時,86.7,3.0,205.3
2018-07-26 8.0時,83.0,3.0,79.0
2018-07-26 8.25時,82.7,3.0,272.0
2018-07-26 8.75時,79.0,3.0,33.0
2018-07-26 9.0時,87.3,3.0,50.0
2018-07-26 9.75時,88.7,3.0,24.0
2018-07-26 10.5時,88.3,3.0,41.0
2018-07-26 10.75時,89.0,3.0,58.5
2018-07-26 11.25時,82.0,3.0,23.0
2018-07-26 11.75時,93.7,3.0,232.0
2018-07-26 21.5時,97.3,3.0,70.0
2018-07-26 21.75時,91.0,3.0,154.0
2018-07-26 22.25時,84.3,3.0,83.5
2018-07-26 22.5時,104.3,3.0,61.5
2018-07-26 22.75時,87.0,3.0,59.0
2018-07-26 23.0時,88.0,3.0,64.0
2018-07-26 23.25時,84.0,3.0,52.5
2018-07-27 0.25時,88.3,3.0,196.0
2018-07-27 0.5時,90.3,3.0,324.5
2018-07-27 1.0時,78.3,1.7,0.0
2018-07-27 1.25時,77.0,1.0,0.0
2018-07-27 1.5時,72.3,1.3,0.0
2018-07-27 1.75時,74.3,1.0,0.0
2018-07-27 2.0時,75.3,1.7,0.0
2018-07-27 2.25時,77.3,1.7,0.0
2018-07-27 2.5時,77.3,1.0,0.0
2018-07-27 2.75時,73.7,1.0,0.0
2018-07-27 3.0時,78.7,1.7,0.0
2018-07-27 3.25時,72.7,2.0,0.0
2018-07-27 3.5時,71.0,2.0,0.0
2018-07-27 3.75時,76.3,2.0,0.0
2018-07-27 4.0時,70.7,2.0,0.0
2018-07-27 4.25時,70.7,2.0,0.0
2018-07-27 4.5時,83.3,1.7,0.0
2018-07-27 4.75時,73.7,1.0,0.0
2018-07-27 5.0時,74.0,2.0,0.0
2018-07-27 5.25時,72.7,2.0,0.0
2018-07-27 5.5時,78.0,2.0,0.0
2018-07-27 5.75時,86.3,2.0,0.0
2018-07-27 6.0時,87.3,2.0,0.0
2018-07-27 6.25時,79.0,2.3,0.0
2018-07-27 6.5時,76.0,3.0,72.0
2018-07-27 6.75時,81.0,3.0,37.0
2018-07-27 7.0時,80.7,3.0,120.0
2018-07-27 7.25時,92.7,3.0,275.0
2018-07-27 7.5時,100.0,3.0,330.3
2018-07-27 7.75時,85.7,3.0,309.3
2018-07-27 10.0時,79.0,3.0,186.0
2018-07-27 10.25時,78.0,3.0,111.0
2018-07-27 10.5時,72.3,3.0,24.0
2018-07-27 11.5時,85.0,3.0,131.0
2018-07-27 11.75時,100.0,3.0,93.0
2018-07-27 21.75時,89.7,3.0,62.0
2018-07-27 22.0時,89.0,3.0,460.0
2018-07-27 22.25時,84.7,3.0,203.5
2018-07-27 22.5時,91.0,3.0,34.0
2018-07-27 22.75時,99.0,3.0,199.0
2018-07-27 23.0時,91.5,3.0,215.5
2018-07-27 23.5時,89.3,3.0,48.0
2018-07-27 23.75時,84.5,3.0,11.0
2018-07-28 0.0時,85.0,3.0,38.5
2018-07-28 0.25時,81.7,3.0,16.5
2018-07-28 0.5時,89.3,3.0,26.0
2018-07-28 1.0時,81.7,1.3,0.0
2018-07-28 1.25時,77.0,1.0,0.0
2018-07-28 1.5時,78.0,1.0,0.0
2018-07-28 1.75時,79.0,1.0,0.0
2018-07-28 2.0時,77.7,1.0,0.0
2018-07-28 2.25時,76.0,2.0,0.0
2018-07-28 2.5時,73.0,2.0,0.0
2018-07-28 2.75時,69.0,2.0,0.0
2018-07-28 3.0時,79.0,2.3,0.0
2018-07-28 3.25時,73.3,2.0,0.0
2018-07-28 3.5時,75.3,2.0,0.0
2018-07-28 3.75時,73.7,1.7,0.0
2018-07-28 4.0時,71.7,1.0,0.0
2018-07-28 4.25時,72.7,1.0,0.0
2018-07-28 4.5時,70.0,1.3,0.0
2018-07-28 4.75時,72.0,1.3,0.0
2018-07-28 5.0時,99.3,1.7,0.0
2018-07-28 5.25時,73.0,1.0,0.0
2018-07-28 5.5時,75.0,1.3,0.0
2018-07-28 5.75時,71.3,2.0,0.0
2018-07-28 6.0時,77.0,1.7,0.0
2018-07-28 6.25時,73.3,1.0,0.0
2018-07-28 6.5時,74.0,1.0,0.0
2018-07-28 6.75時,72.0,1.7,0.0
2018-07-28 7.0時,70.0,2.0,0.0
2018-07-28 7.25時,71.7,2.0,0.0
2018-07-28 7.5時,73.7,2.0,0.0
2018-07-28 7.75時,75.7,2.0,0.0
2018-07-28 8.0時,72.7,2.0,0.0
2018-07-28 8.25時,74.3,1.7,0.0
2018-07-28 8.5時,77.7,1.0,0.0
2018-07-28 8.75時,79.0,1.0,0.0
2018-07-28 9.0時,80.7,1.0,0.0
2018-07-28 9.25時,79.0,1.7,0.0
2018-07-28 9.5時,81.0,2.0,0.0
2018-07-28 9.75時,72.0,2.0,0.0
2018-07-28 10.0時,70.0,1.3,0.0
2018-07-28 10.25時,70.3,1.0,0.0
2018-07-28 10.5時,74.0,1.3,0.0
2018-07-28 10.75時,71.7,1.0,0.0
2018-07-28 11.0時,71.0,1.7,0.0
2018-07-28 11.25時,69.0,1.3,0.0
2018-07-28 11.5時,76.3,1.0,0.0
2018-07-28 11.75時,70.0,2.0,0.0
2018-07-28 21.75時,79.3,3.0,113.0
2018-07-28 22.75時,80.0,3.0,73.0
2018-07-28 23.5時,75.7,3.0,166.0
2018-07-29 0.5時,71.0,2.0,0.0
2018-07-29 0.75時,67.7,1.0,0.0
2018-07-29 1.0時,67.0,2.3,0.0
2018-07-29 1.25時,64.3,2.0,0.0
2018-07-29 1.5時,65.7,2.0,0.0
2018-07-29 1.75時,61.7,2.0,0.0
2018-07-29 2.0時,59.7,2.0,0.0
2018-07-29 2.25時,59.7,2.0,0.0
2018-07-29 2.5時,57.7,2.0,0.0
2018-07-29 2.75時,57.7,2.0,0.0
2018-07-29 3.0時,60.0,2.0,0.0
2018-07-29 3.25時,61.3,2.0,0.0
2018-07-29 3.5時,60.3,1.7,0.0
2018-07-29 3.75時,60.0,1.0,0.0
2018-07-29 4.0時,59.7,1.0,0.0
2018-07-29 4.25時,66.0,2.0,0.0
2018-07-29 4.5時,61.7,2.0,0.0
2018-07-29 4.75時,75.0,2.0,0.0
2018-07-29 5.0時,65.0,2.3,0.0
2018-07-29 5.25時,59.0,2.0,0.0
2018-07-29 5.5時,59.7,2.0,0.0
2018-07-29 5.75時,59.7,1.3,0.0
2018-07-29 6.0時,68.0,1.0,0.0
2018-07-29 6.25時,59.3,1.3,0.0
2018-07-29 6.5時,61.3,1.0,0.0
2018-07-29 6.75時,66.0,2.3,0.0
2018-07-29 7.0時,70.3,2.0,0.0
2018-07-29 7.75時,75.0,3.0,77.0
2018-07-29 8.25時,87.3,3.0,201.0
2018-07-29 8.5時,94.3,3.0,228.3
2018-07-29 9.0時,95.7,3.0,117.0
2018-07-29 9.5時,77.3,3.0,238.0
2018-07-29 11.5時,72.7,3.0,106.5
2018-07-29 22.75時,90.3,3.0,170.5
2018-07-29 23.25時,83.3,2.3,0.0
2018-07-29 23.5時,77.3,1.7,0.0
2018-07-29 23.75時,74.0,1.0,0.0
2018-07-30 0.0時,74.3,2.0,0.0
2018-07-30 0.25時,73.0,2.0,0.0
2018-07-30 0.5時,76.0,2.0,0.0
2018-07-30 0.75時,79.7,2.0,0.0
2018-07-30 1.0時,72.0,2.0,0.0
2018-07-30 1.25時,77.3,2.0,0.0
2018-07-30 1.5時,83.3,2.0,0.0
2018-07-30 1.75時,73.0,2.0,0.0
2018-07-30 2.0時,74.0,2.0,0.0
2018-07-30 2.25時,70.3,2.0,0.0
2018-07-30 2.5時,73.7,2.0,0.0
2018-07-30 2.75時,68.3,1.7,0.0
2018-07-30 3.0時,68.3,1.0,0.0
2018-07-30 3.25時,75.7,1.0,0.0
