,heart,sleep,step
2018-08-15 23.75時,101.0,3.0,34.0
2018-08-16 5.0時,84.3,2.3,0.0
2018-08-16 5.25時,84.0,2.3,0.0
2018-08-16 5.5時,79.7,2.0,0.0
2018-08-16 5.75時,83.0,2.0,0.0
2018-08-16 6.0時,74.7,2.0,0.0
2018-08-16 6.25時,74.5,2.0,68.0
2018-08-16 6.75時,88.0,2.5,86.0
2018-08-16 7.0時,86.7,3.0,420.0
2018-08-16 7.25時,75.3,3.0,285.3
2018-08-16 7.5時,87.0,3.0,360.0
2018-08-16 7.75時,90.3,3.0,422.0
2018-08-16 8.0時,82.8,3.0,271.5
2018-08-16 9.25時,101.7,3.0,168.5
2018-08-16 9.5時,76.0,3.0,93.0
2018-08-16 9.75時,88.0,3.0,55.0
2018-08-16 10.25時,85.0,3.0,13.0
2018-08-16 10.75時,75.7,3.0,28.5
2018-08-16 11.25時,75.3,3.0,28.0
2018-08-16 11.5時,94.7,3.0,130.0
2018-08-16 11.75時,84.0,3.0,37.5
2018-08-16 21.5時,72.7,3.0,430.3
2018-08-16 21.75時,101.0,3.0,270.7
2018-08-16 22.0時,85.5,3.0,120.3
2018-08-16 22.75時,91.7,3.0,132.0
2018-08-17 0.75時,76.3,3.0,108.0
2018-08-17 1.0時,67.7,3.0,2.0
2018-08-17 1.5時,64.0,1.7,0.0
2018-08-17 1.75時,66.0,1.0,0.0
2018-08-17 2.0時,69.3,1.0,0.0
2018-08-17 2.25時,68.0,1.3,0.0
2018-08-17 2.5時,77.3,1.0,0.0
2018-08-17 2.75時,69.7,1.3,0.0
2018-08-17 3.0時,67.0,1.0,0.0
2018-08-17 3.25時,65.0,1.0,0.0
2018-08-17 3.5時,66.3,2.0,0.0
2018-08-17 3.75時,61.3,2.0,0.0
2018-08-17 4.0時,62.3,2.0,0.0
2018-08-17 4.25時,64.3,1.7,0.0
2018-08-17 4.5時,69.7,1.0,0.0
2018-08-17 4.75時,60.7,1.0,0.0
2018-08-17 5.0時,60.7,1.0,0.0
2018-08-17 5.25時,61.3,2.3,0.0
2018-08-17 5.5時,61.3,2.0,0.0
2018-08-17 5.75時,69.7,2.0,0.0
2018-08-17 6.0時,68.7,2.3,0.0
2018-08-17 6.25時,84.0,3.0,94.0
2018-08-17 6.5時,79.0,3.0,80.0
2018-08-17 7.0時,86.0,3.0,270.0
2018-08-17 7.25時,85.0,3.0,242.0
2018-08-17 7.5時,99.3,3.0,327.0
2018-08-17 7.75時,91.0,3.0,293.0
2018-08-17 21.75時,90.7,3.0,134.0
2018-08-17 22.0時,90.5,3.0,239.0
2018-08-17 22.75時,79.3,3.0,94.0
2018-08-17 23.0時,87.0,3.0,231.3
2018-08-17 23.25時,97.0,3.0,217.7
2018-08-17 23.75時,76.0,3.0,42.0
2018-08-18 0.0時,85.3,3.0,54.5
2018-08-18 0.25時,77.0,3.0,10.0
2018-08-18 0.5時,96.3,3.0,80.0
2018-08-18 0.75時,89.0,3.0,119.0
2018-08-18 2.0時,78.0,3.0,91.0
2018-08-18 2.25時,80.7,2.3,0.0
2018-08-18 2.5時,77.3,1.0,0.0
2018-08-18 2.75時,79.3,1.0,0.0
2018-08-18 3.0時,79.0,1.0,0.0
2018-08-18 3.25時,85.0,1.0,0.0
2018-08-18 3.5時,77.3,1.0,0.0
2018-08-18 3.75時,75.7,1.0,0.0
2018-08-18 4.0時,78.0,1.0,0.0
2018-08-18 4.25時,83.0,1.0,0.0
2018-08-18 4.5時,83.7,1.0,0.0
2018-08-18 4.75時,79.0,1.3,0.0
2018-08-18 5.0時,75.3,1.0,0.0
2018-08-18 5.25時,74.7,1.7,0.0
2018-08-18 5.5時,77.3,2.3,0.0
2018-08-18 5.75時,78.0,2.0,0.0
2018-08-18 6.0時,73.3,2.0,0.0
2018-08-18 6.25時,75.0,1.0,0.0
2018-08-18 6.5時,75.7,1.0,0.0
2018-08-18 6.75時,75.0,1.3,0.0
2018-08-18 7.0時,80.7,2.0,0.0
2018-08-18 7.25時,76.0,2.0,0.0
2018-08-18 7.5時,74.7,3.0,52.0
2018-08-18 8.25時,79.7,3.0,189.0
2018-08-18 8.5時,85.0,3.0,113.5
2018-08-18 8.75時,75.0,3.0,37.0
2018-08-18 9.5時,88.0,3.0,178.0
2018-08-18 9.75時,108.5,3.0,151.0
2018-08-18 10.0時,98.5,3.0,188.3
2018-08-18 10.25時,76.7,3.0,261.3
2018-08-18 22.25時,86.7,3.0,91.5
2018-08-19 0.25時,71.0,2.7,0.0
2018-08-19 0.5時,75.3,2.0,0.0
2018-08-19 0.75時,75.3,2.0,0.0
2018-08-19 1.0時,75.7,1.3,0.0
2018-08-19 1.25時,85.3,1.0,0.0
2018-08-19 1.5時,80.7,1.0,0.0
2018-08-19 1.75時,81.7,2.0,0.0
2018-08-19 2.0時,72.7,2.3,0.0
2018-08-19 2.25時,66.0,1.3,0.0
2018-08-19 2.5時,66.3,1.0,0.0
2018-08-19 2.75時,63.7,1.7,0.0
2018-08-19 3.0時,64.3,2.0,0.0
2018-08-19 3.25時,78.0,2.0,0.0
2018-08-19 3.5時,60.7,1.7,0.0
2018-08-19 3.75時,64.3,1.0,0.0
2018-08-19 4.0時,78.7,1.3,0.0
2018-08-19 4.25時,64.0,2.0,0.0
2018-08-19 4.5時,66.7,2.0,0.0
2018-08-19 4.75時,76.7,2.0,0.0
2018-08-19 5.0時,66.7,2.0,0.0
2018-08-19 5.25時,62.0,2.0,0.0
2018-08-19 5.5時,60.0,2.0,0.0
2018-08-19 5.75時,58.3,2.0,0.0
2018-08-19 6.0時,67.0,2.0,0.0
2018-08-19 6.25時,59.0,2.3,0.0
2018-08-19 6.5時,63.3,2.3,0.0
2018-08-19 6.75時,59.3,2.0,0.0
2018-08-19 7.0時,63.3,3.0,99.0
2018-08-19 7.75時,69.0,3.0,126.0
2018-08-19 8.25時,81.7,3.0,216.7
2018-08-19 8.5時,89.2,3.0,96.5
2018-08-19 21.75時,81.0,3.0,212.0
2018-08-19 23.5時,81.0,3.0,67.0
2018-08-20 0.0時,87.0,3.0,60.0
2018-08-20 0.75時,71.3,1.0,0.0
2018-08-20 1.0時,70.3,2.0,0.0
2018-08-20 1.25時,67.7,2.0,0.0
2018-08-20 1.5時,72.3,2.0,0.0
2018-08-20 1.75時,65.0,2.0,0.0
2018-08-20 2.0時,63.7,2.0,0.0
2018-08-20 2.25時,68.0,2.0,0.0
2018-08-20 2.5時,61.7,1.7,0.0
2018-08-20 2.75時,61.0,1.0,0.0
2018-08-20 3.0時,60.0,1.3,0.0
2018-08-20 3.25時,65.7,1.3,0.0
2018-08-20 3.5時,60.7,1.0,0.0
2018-08-20 3.75時,63.3,1.3,0.0
2018-08-20 4.0時,67.7,1.0,0.0
2018-08-20 4.25時,61.3,1.0,0.0
2018-08-20 4.5時,75.7,2.3,0.0
2018-08-20 4.75時,59.0,1.3,0.0
2018-08-20 5.0時,61.7,1.3,0.0
2018-08-20 5.25時,67.3,2.0,0.0
2018-08-20 5.5時,74.3,2.0,0.0
2018-08-20 5.75時,65.0,2.3,0.0
2018-08-20 6.0時,66.3,2.0,0.0
2018-08-20 6.75時,73.3,3.0,138.5
2018-08-20 7.0時,87.3,3.0,75.0
2018-08-20 7.25時,89.0,3.0,228.0
2018-08-20 7.5時,95.0,3.0,273.7
2018-08-20 7.75時,97.3,3.0,465.3
2018-08-20 8.0時,81.3,3.0,256.0
2018-08-20 8.25時,83.7,3.0,158.5
2018-08-20 9.75時,74.3,3.0,255.0
2018-08-20 11.25時,81.7,3.0,91.0
2018-08-20 11.5時,82.3,3.0,33.0
2018-08-20 11.75時,73.7,3.0,15.0
2018-08-20 22.0時,74.0,3.0,32.0
2018-08-20 22.25時,79.3,3.0,70.0
2018-08-20 22.5時,96.0,3.0,97.0
2018-08-20 23.0時,84.0,3.0,40.0
2018-08-21 1.5時,75.7,3.0,153.0
2018-08-21 1.75時,70.3,2.7,0.0
2018-08-21 2.0時,71.0,2.0,0.0
2018-08-21 2.25時,80.3,2.0,0.0
2018-08-21 2.5時,67.7,2.0,0.0
2018-08-21 2.75時,69.7,2.0,0.0
2018-08-21 3.0時,67.7,2.3,0.0
2018-08-21 3.25時,67.3,2.0,0.0
2018-08-21 3.5時,63.3,2.0,0.0
2018-08-21 3.75時,60.3,1.3,0.0
2018-08-21 4.0時,62.3,1.0,0.0
2018-08-21 4.25時,63.0,2.0,0.0
2018-08-21 4.5時,56.0,2.0,0.0
2018-08-21 4.75時,59.0,2.0,0.0
2018-08-21 5.0時,62.0,2.0,0.0
2018-08-21 5.25時,56.3,2.0,0.0
2018-08-21 5.5時,58.7,2.0,0.0
2018-08-21 5.75時,82.3,2.0,0.0
2018-08-21 6.0時,78.7,2.3,0.0
2018-08-21 7.0時,79.3,3.0,160.5
2018-08-21 7.25時,88.3,3.0,302.3
2018-08-21 7.5時,75.3,3.0,450.0
2018-08-21 7.75時,82.0,3.0,315.7
2018-08-21 8.0時,85.0,3.0,24.0
2018-08-21 9.25時,79.7,3.0,46.0
2018-08-21 10.0時,88.8,3.0,135.3
2018-08-21 10.25時,88.5,3.0,94.7
2018-08-21 10.75時,93.3,3.0,36.5
2018-08-21 11.0時,87.5,3.0,34.0
2018-08-21 11.25時,92.7,3.0,40.0
2018-08-21 11.5時,80.7,3.0,73.0
2018-08-21 11.75時,91.3,3.0,87.5
2018-08-21 21.5時,77.0,3.0,162.0
2018-08-21 22.25時,93.0,3.0,134.0
2018-08-21 22.5時,85.7,3.0,80.0
2018-08-21 23.0時,88.3,3.0,49.5
2018-08-21 23.5時,93.0,3.0,23.0
2018-08-21 23.75時,82.5,3.0,204.0
2018-08-22 0.0時,96.0,3.0,185.0
2018-08-22 0.5時,86.7,2.3,0.0
2018-08-22 0.75時,90.0,2.0,0.0
2018-08-22 1.0時,81.0,2.0,0.0
2018-08-22 1.25時,84.3,2.0,0.0
2018-08-22 1.5時,75.7,2.0,0.0
2018-08-22 1.75時,75.3,2.0,0.0
2018-08-22 2.0時,76.3,2.0,0.0
2018-08-22 2.25時,79.0,2.0,0.0
2018-08-22 2.5時,76.0,2.0,0.0
2018-08-22 2.75時,74.3,2.0,0.0
2018-08-22 3.0時,77.3,2.0,0.0
2018-08-22 3.25時,72.0,2.0,0.0
2018-08-22 3.5時,69.3,2.0,0.0
2018-08-22 3.75時,69.3,1.3,0.0
2018-08-22 4.0時,72.7,1.7,0.0
2018-08-22 4.25時,65.0,2.0,0.0
2018-08-22 4.5時,69.0,2.0,0.0
2018-08-22 4.75時,59.0,2.0,0.0
2018-08-22 5.0時,63.3,2.0,0.0
2018-08-22 5.25時,67.7,2.0,0.0
2018-08-22 5.5時,64.0,2.0,0.0
2018-08-22 5.75時,72.3,2.0,0.0
2018-08-22 6.0時,81.0,2.0,0.0
2018-08-22 6.75時,86.0,3.0,60.5
2018-08-22 7.0時,82.3,3.0,212.0
2018-08-22 7.25時,107.7,3.0,230.3
2018-08-22 7.5時,90.0,3.0,388.7
2018-08-22 7.75時,103.0,3.0,319.7
2018-08-22 8.0時,85.2,3.0,172.0
2018-08-22 8.5時,89.3,3.0,179.0
2018-08-22 8.75時,82.5,3.0,141.0
2018-08-22 9.0時,79.7,3.0,79.5
2018-08-22 10.0時,110.0,3.0,269.7
2018-08-22 10.25時,95.0,3.0,244.3
2018-08-22 10.5時,87.3,3.0,120.0
2018-08-22 11.25時,75.3,3.0,131.5
2018-08-22 11.5時,88.3,3.0,22.0
2018-08-22 11.75時,90.7,3.0,118.0
2018-08-22 21.5時,83.7,3.0,30.0
2018-08-22 22.0時,93.7,3.0,22.0
2018-08-22 22.25時,85.3,3.0,22.0
2018-08-22 22.5時,86.7,3.0,325.0
2018-08-22 22.75時,86.0,3.0,288.7
2018-08-22 23.0時,84.7,3.0,232.0
2018-08-22 23.25時,79.5,3.0,211.0
2018-08-23 0.0時,84.3,3.0,76.0
2018-08-23 0.25時,85.0,3.0,68.0
2018-08-23 0.5時,88.0,3.0,55.0
2018-08-23 0.75時,82.3,3.0,156.0
2018-08-23 1.0時,78.3,3.0,64.0
2018-08-23 1.25時,75.0,2.3,0.0
2018-08-23 1.5時,72.3,1.0,0.0
2018-08-23 1.75時,71.7,1.0,0.0
2018-08-23 2.0時,73.0,2.3,0.0
2018-08-23 2.25時,71.3,1.3,0.0
2018-08-23 2.5時,70.7,1.0,0.0
2018-08-23 2.75時,70.3,1.7,0.0
2018-08-23 3.0時,74.3,1.0,0.0
2018-08-23 3.25時,77.7,1.0,0.0
2018-08-23 3.5時,69.7,1.7,0.0
2018-08-23 3.75時,68.0,2.0,0.0
2018-08-23 4.0時,66.0,2.0,0.0
2018-08-23 4.25時,67.0,2.0,0.0
2018-08-23 4.5時,70.7,2.0,0.0
2018-08-23 4.75時,69.7,2.0,0.0
2018-08-23 5.0時,67.7,2.0,0.0
2018-08-23 5.25時,68.0,2.0,0.0
2018-08-23 5.5時,68.3,2.0,0.0
2018-08-23 5.75時,70.7,2.0,0.0
2018-08-23 6.0時,76.0,2.0,0.0
2018-08-23 6.25時,89.0,3.0,53.0
2018-08-23 7.0時,78.7,3.0,113.0
2018-08-23 7.5時,90.0,3.0,160.0
2018-08-23 7.75時,73.3,3.0,469.7
2018-08-23 8.0時,86.7,3.0,170.0
2018-08-23 8.5時,88.0,3.0,13.0
2018-08-23 8.75時,83.3,3.0,46.0
2018-08-23 9.75時,84.3,3.0,68.7
2018-08-23 10.0時,76.7,3.0,73.0
2018-08-23 11.0時,78.3,3.0,163.0
2018-08-23 11.25時,81.7,3.0,89.0
2018-08-23 11.75時,86.0,3.0,136.0
2018-08-23 21.5時,86.0,3.0,417.0
2018-08-23 21.75時,97.0,3.0,491.0
2018-08-23 22.0時,97.0,3.0,68.0
2018-08-23 22.25時,88.0,3.0,222.3
2018-08-23 23.0時,83.7,3.0,10.0
2018-08-23 23.25時,88.7,3.0,115.0
2018-08-24 2.5時,77.0,3.0,81.0
2018-08-24 3.0時,94.0,2.3,0.0
2018-08-24 3.25時,81.0,2.0,0.0
2018-08-24 3.5時,80.3,2.0,0.0
2018-08-24 3.75時,76.0,2.0,0.0
2018-08-24 4.0時,76.3,2.0,0.0
2018-08-24 4.25時,86.0,1.3,0.0
2018-08-24 4.5時,86.0,1.3,0.0
2018-08-24 4.75時,86.7,2.3,0.0
2018-08-24 5.0時,85.0,2.3,0.0
2018-08-24 5.25時,87.7,2.0,0.0
2018-08-24 5.5時,83.7,1.7,0.0
2018-08-24 5.75時,89.3,1.0,0.0
2018-08-24 6.0時,82.7,2.0,0.0
2018-08-24 6.25時,82.0,2.0,0.0
2018-08-24 6.75時,79.7,3.0,31.0
2018-08-24 7.0時,100.0,3.0,156.7
2018-08-24 7.5時,103.5,3.0,170.0
2018-08-24 7.75時,114.3,3.0,455.3
2018-08-24 8.0時,85.7,3.0,199.3
2018-08-24 9.25時,80.0,3.0,32.5
2018-08-24 9.75時,93.0,3.0,184.0
2018-08-24 10.0時,95.0,3.0,185.0
2018-08-24 11.0時,80.7,3.0,41.0
2018-08-24 11.25時,80.7,3.0,81.3
2018-08-24 11.5時,88.3,3.0,105.0
2018-08-24 11.75時,84.7,3.0,135.7
2018-08-24 21.75時,83.0,3.0,65.3
2018-08-24 22.0時,83.0,3.0,87.3
2018-08-24 22.25時,84.3,3.0,321.5
2018-08-24 22.5時,90.7,3.0,12.0
2018-08-24 22.75時,89.7,3.0,178.0
2018-08-24 23.0時,100.7,3.0,229.7
2018-08-24 23.25時,109.3,3.0,378.0
2018-08-24 23.5時,95.0,3.0,327.3
2018-08-24 23.75時,82.0,3.0,63.0
2018-08-25 0.0時,93.7,3.0,31.0
2018-08-25 0.25時,93.7,2.7,0.0
2018-08-25 0.5時,90.7,2.0,0.0
2018-08-25 0.75時,89.7,2.0,0.0
2018-08-25 1.0時,87.0,2.0,0.0
2018-08-25 1.25時,85.7,2.0,0.0
2018-08-25 1.5時,84.3,2.0,0.0
2018-08-25 1.75時,85.3,1.0,0.0
2018-08-25 2.0時,82.0,1.0,0.0
2018-08-25 2.25時,85.3,1.0,0.0
2018-08-25 2.5時,86.0,1.3,0.0
2018-08-25 2.75時,84.7,1.0,0.0
2018-08-25 3.0時,88.7,1.3,0.0
2018-08-25 3.25時,97.0,1.0,0.0
2018-08-25 3.5時,86.7,1.0,0.0
2018-08-25 3.75時,91.7,1.0,0.0
2018-08-25 4.0時,86.0,1.3,0.0
2018-08-25 4.25時,90.3,1.0,0.0
2018-08-25 4.5時,88.0,1.3,0.0
2018-08-25 4.75時,84.0,2.0,0.0
2018-08-25 5.0時,84.7,2.0,0.0
2018-08-25 5.25時,91.3,2.3,0.0
2018-08-25 5.5時,82.7,3.0,83.0
2018-08-25 5.75時,84.0,2.3,0.0
2018-08-25 6.0時,90.3,2.0,0.0
2018-08-25 6.25時,82.3,2.0,0.0
2018-08-25 6.5時,83.0,2.0,0.0
2018-08-25 6.75時,86.7,2.0,0.0
2018-08-25 7.0時,76.7,2.0,0.0
2018-08-25 7.25時,78.0,2.0,0.0
2018-08-25 7.5時,83.7,2.0,0.0
2018-08-25 7.75時,89.0,1.0,0.0
2018-08-25 8.0時,78.3,2.0,0.0
2018-08-25 8.25時,81.3,1.3,0.0
2018-08-25 8.5時,83.3,1.0,0.0
2018-08-25 8.75時,78.2,1.7,0.0
2018-08-25 9.0時,80.7,2.0,0.0
2018-08-25 9.25時,75.3,2.0,0.0
2018-08-25 9.5時,85.3,2.0,0.0
2018-08-25 9.75時,81.3,2.0,0.0
2018-08-25 10.0時,77.0,2.0,0.0
2018-08-25 10.25時,80.7,2.0,0.0
2018-08-25 10.5時,94.0,3.0,56.3
2018-08-25 10.75時,86.3,3.0,16.0
2018-08-25 11.5時,90.7,3.0,59.5
2018-08-25 21.5時,83.0,3.0,94.0
2018-08-25 21.75時,92.3,3.0,60.0
2018-08-25 22.5時,78.7,2.0,0.0
2018-08-25 22.75時,73.0,2.0,0.0
2018-08-25 23.0時,73.7,2.0,0.0
2018-08-25 23.25時,70.3,2.0,0.0
2018-08-25 23.5時,71.3,2.0,0.0
2018-08-25 23.75時,70.5,1.0,0.0
2018-08-26 0.0時,70.5,1.3,0.0
2018-08-26 0.25時,71.3,2.0,0.0
2018-08-26 0.5時,81.0,2.0,0.0
2018-08-26 0.75時,66.8,1.0,0.0
2018-08-26 1.0時,66.3,1.0,0.0
2018-08-26 1.25時,66.0,2.0,0.0
2018-08-26 1.5時,71.3,2.3,0.0
2018-08-26 1.75時,65.3,2.3,0.0
2018-08-26 2.0時,64.0,2.0,0.0
2018-08-26 2.25時,63.7,2.0,0.0
2018-08-26 2.5時,61.7,2.0,0.0
2018-08-26 2.75時,67.0,2.0,0.0
2018-08-26 3.0時,61.7,2.0,0.0
2018-08-26 3.25時,65.5,1.3,0.0
2018-08-26 3.5時,64.3,1.0,0.0
2018-08-26 3.75時,61.0,2.0,0.0
2018-08-26 4.0時,64.3,2.0,0.0
2018-08-26 4.25時,67.0,2.0,0.0
2018-08-26 4.5時,66.0,2.0,0.0
2018-08-26 4.75時,63.3,1.0,0.0
2018-08-26 5.0時,61.3,1.7,0.0
2018-08-26 5.25時,60.0,2.0,0.0
2018-08-26 5.5時,68.3,2.0,0.0
2018-08-26 5.75時,71.0,1.3,0.0
2018-08-26 6.0時,65.0,1.3,0.0
2018-08-26 6.25時,67.7,2.0,0.0
2018-08-26 6.5時,79.7,2.0,0.0
2018-08-26 6.75時,58.3,3.0,66.0
2018-08-26 7.5時,92.0,3.0,158.0
2018-08-26 8.25時,82.7,3.0,117.0
2018-08-26 8.5時,77.0,3.0,142.0
2018-08-26 8.75時,95.2,3.0,194.0
2018-08-26 9.0時,100.3,3.0,266.7
2018-08-26 9.25時,85.0,3.0,93.0
2018-08-26 9.75時,82.0,3.0,94.0
2018-08-26 11.25時,80.3,3.0,101.5
2018-08-26 11.5時,73.0,3.0,288.0
2018-08-26 21.75時,84.7,3.0,112.0
2018-08-26 22.25時,88.7,3.0,105.0
2018-08-26 22.5時,85.7,3.0,13.0
2018-08-26 23.25時,90.3,3.0,90.0
2018-08-27 0.25時,75.0,3.0,61.0
2018-08-27 0.5時,73.0,2.7,0.0
2018-08-27 0.75時,67.0,2.0,0.0
2018-08-27 1.0時,71.7,2.0,0.0
2018-08-27 1.25時,61.5,2.0,0.0
2018-08-27 1.5時,63.0,2.0,0.0
2018-08-27 1.75時,59.0,1.0,0.0
2018-08-27 2.0時,76.3,1.7,0.0
2018-08-27 2.25時,58.7,2.0,0.0
2018-08-27 2.5時,59.7,2.0,0.0
2018-08-27 2.75時,64.7,2.0,0.0
2018-08-27 3.0時,58.7,1.3,0.0
2018-08-27 3.25時,59.3,1.3,0.0
2018-08-27 3.5時,58.7,2.0,0.0
2018-08-27 3.75時,66.0,1.0,0.0
2018-08-27 4.0時,66.0,1.3,0.0
2018-08-27 4.25時,62.0,2.7,68.0
2018-08-27 4.75時,64.0,2.0,0.0
2018-08-27 5.0時,62.5,2.0,0.0
2018-08-27 5.25時,62.7,2.0,0.0
2018-08-27 5.5時,65.0,2.0,0.0
2018-08-27 5.75時,67.3,2.0,0.0
2018-08-27 6.0時,76.7,2.3,0.0
2018-08-27 6.25時,77.0,3.0,98.0
2018-08-27 6.75時,77.3,3.0,77.7
2018-08-27 7.0時,82.3,3.0,78.0
2018-08-27 7.25時,82.3,3.0,246.3
2018-08-27 7.5時,96.0,3.0,292.3
2018-08-27 7.75時,109.3,3.0,192.3
2018-08-27 8.0時,79.7,3.0,133.0
2018-08-27 9.0時,90.5,3.0,56.0
2018-08-27 9.75時,86.7,3.0,68.0
2018-08-27 10.75時,90.3,3.0,15.0
2018-08-27 11.0時,78.0,3.0,38.0
2018-08-27 11.75時,81.0,3.0,249.7
2018-08-27 21.5時,105.0,3.0,127.7
2018-08-27 22.25時,85.7,3.0,62.5
2018-08-27 22.5時,85.0,3.0,76.0
2018-08-27 23.0時,96.7,3.0,111.0
2018-08-28 0.0時,89.3,3.0,68.0
2018-08-28 0.25時,82.8,3.0,123.0
2018-08-28 0.5時,80.3,2.3,0.0
2018-08-28 0.75時,80.5,2.0,0.0
2018-08-28 1.0時,79.3,2.0,0.0
2018-08-28 1.25時,72.5,2.0,0.0
2018-08-28 1.5時,78.3,2.0,0.0
2018-08-28 1.75時,74.7,1.3,0.0
2018-08-28 2.0時,73.7,1.0,0.0
2018-08-28 2.25時,77.0,1.0,0.0
2018-08-28 2.5時,73.3,1.0,0.0
2018-08-28 2.75時,69.0,1.7,0.0
2018-08-28 3.0時,71.7,2.0,0.0
2018-08-28 3.25時,65.0,2.0,0.0
2018-08-28 3.5時,66.3,2.0,0.0
2018-08-28 3.75時,70.0,2.0,0.0
2018-08-28 4.0時,67.5,1.0,0.0
2018-08-28 4.25時,67.0,1.7,0.0
2018-08-28 4.5時,59.7,2.0,0.0
2018-08-28 4.75時,63.5,2.0,0.0
2018-08-28 5.0時,60.7,2.0,0.0
2018-08-28 5.25時,61.2,1.0,0.0
2018-08-28 5.5時,64.3,2.0,0.0
2018-08-28 5.75時,64.7,2.0,0.0
2018-08-28 6.0時,67.3,2.3,62.0
2018-08-28 6.25時,71.0,3.0,38.0
2018-08-28 7.0時,86.0,3.0,219.5
2018-08-28 7.25時,74.3,3.0,259.0
2018-08-28 7.5時,102.3,3.0,287.0
2018-08-28 7.75時,88.3,3.0,179.3
2018-08-28 8.25時,84.0,3.0,295.0
2018-08-28 8.5時,88.7,3.0,118.3
2018-08-28 8.75時,103.0,3.0,151.5
2018-08-28 9.0時,91.0,3.0,91.0
2018-08-28 10.0時,94.0,3.0,148.5
2018-08-28 10.5時,78.3,3.0,71.5
2018-08-28 10.75時,80.0,3.0,58.0
2018-08-28 11.0時,84.3,3.0,55.0
2018-08-28 11.25時,82.0,3.0,104.5
2018-08-28 11.5時,92.0,3.0,311.5
2018-08-28 11.75時,81.0,3.0,142.5
2018-08-28 22.0時,91.3,3.0,92.5
2018-08-28 22.25時,82.7,3.0,6.0
2018-08-28 22.5時,73.3,3.0,44.0
2018-08-29 0.25時,89.0,3.0,129.0
2018-08-29 0.75時,75.0,2.7,0.0
2018-08-29 1.0時,70.7,2.0,0.0
2018-08-29 1.25時,70.0,1.3,0.0
2018-08-29 1.5時,68.3,1.0,0.0
2018-08-29 1.75時,71.0,2.3,0.0
2018-08-29 2.0時,74.0,2.0,0.0
2018-08-29 2.25時,77.0,1.0,0.0
2018-08-29 2.5時,77.0,1.3,0.0
2018-08-29 2.75時,73.3,2.0,0.0
2018-08-29 3.0時,72.3,2.0,0.0
2018-08-29 3.25時,70.7,2.0,0.0
2018-08-29 3.5時,71.0,2.0,0.0
2018-08-29 3.75時,69.0,1.7,0.0
2018-08-29 4.0時,66.7,1.0,0.0
2018-08-29 4.25時,71.3,1.7,0.0
2018-08-29 4.5時,70.0,2.0,0.0
2018-08-29 4.75時,68.0,1.0,0.0
2018-08-29 5.0時,67.5,1.7,0.0
2018-08-29 5.25時,77.0,1.3,0.0
2018-08-29 5.5時,73.0,1.3,0.0
2018-08-29 5.75時,78.3,3.0,51.0
2018-08-29 6.0時,84.7,2.7,0.0
2018-08-29 6.25時,86.3,2.0,0.0
2018-08-29 7.25時,97.3,3.0,313.7
2018-08-29 7.5時,83.3,3.0,295.3
2018-08-29 7.75時,79.3,3.0,270.0
2018-08-29 8.0時,95.7,3.0,54.0
2018-08-29 8.75時,77.8,3.0,118.3
2018-08-29 9.0時,83.3,3.0,112.0
2018-08-29 10.25時,93.0,3.0,42.0
2018-08-29 10.5時,93.3,3.0,68.0
2018-08-29 10.75時,81.0,3.0,120.7
2018-08-29 11.5時,74.3,3.0,306.3
2018-08-30 9.5時,74.0,3.0,77.5
2018-08-30 10.0時,80.0,3.0,74.5
2018-08-30 11.0時,76.7,3.0,44.0
2018-08-30 11.25時,76.7,3.0,140.0
2018-08-30 11.5時,79.0,3.0,261.0
2018-08-30 11.75時,94.3,3.0,411.0
2018-08-30 21.5時,87.7,3.0,226.7
2018-08-30 21.75時,78.0,3.0,90.0
2018-08-30 22.0時,102.7,3.0,270.0
2018-08-30 22.25時,92.3,3.0,173.3
2018-08-30 23.25時,76.3,3.0,69.5
2018-08-30 23.75時,91.7,3.0,18.0
2018-08-31 0.0時,85.0,3.0,84.0
2018-08-31 0.25時,75.2,3.0,59.0
2018-08-31 0.75時,73.7,2.3,0.0
2018-08-31 1.0時,75.0,2.0,0.0
2018-08-31 1.25時,74.7,2.0,0.0
2018-08-31 1.5時,85.5,2.0,0.0
2018-08-31 1.75時,70.0,2.0,0.0
2018-08-31 2.0時,71.5,2.0,0.0
2018-08-31 2.25時,65.7,1.7,0.0
2018-08-31 2.5時,66.3,1.0,0.0
2018-08-31 2.75時,64.0,1.0,0.0
2018-08-31 3.0時,69.2,1.7,0.0
2018-08-31 3.25時,62.3,2.0,0.0
2018-08-31 3.5時,62.7,2.0,0.0
2018-08-31 3.75時,61.7,1.0,0.0
2018-08-31 4.0時,62.7,1.3,0.0
2018-08-31 4.25時,57.7,2.0,0.0
2018-08-31 4.5時,56.7,2.0,0.0
2018-08-31 4.75時,57.7,2.3,0.0
2018-08-31 5.0時,61.5,2.0,0.0
2018-08-31 5.25時,70.3,2.0,0.0
2018-08-31 5.5時,65.2,2.7,64.0
2018-08-31 6.0時,60.7,2.0,0.0
2018-08-31 6.25時,65.0,2.5,73.0
2018-08-31 6.75時,80.3,3.0,60.0
2018-08-31 7.0時,85.3,3.0,127.0
2018-08-31 7.25時,87.0,3.0,293.7
2018-08-31 7.5時,76.0,3.0,344.7
2018-08-31 7.75時,83.7,3.0,268.0
2018-08-31 8.0時,80.7,3.0,33.0
2018-08-31 9.0時,83.0,3.0,31.0
2018-08-31 9.25時,89.5,3.0,71.5
